Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Gm14391	ENSMUSG00000078903	zf-C2H2	ENSMUSP00000104686;ENSMUSP00000104684;ENSMUSP00000127636;	665001
Mus_musculus	Myrf	ENSMUSG00000036098	NDT80/PhoG	ENSMUSP00000140871;ENSMUSP00000085329;ENSMUSP00000139601;	225908
Mus_musculus	Paxbp1	ENSMUSG00000022974	GCFC	ENSMUSP00000113835;	67367
Mus_musculus	Hoxd3	ENSMUSG00000079277	Homeobox	ENSMUSP00000134616;ENSMUSP00000107614;ENSMUSP00000044809;ENSMUSP00000107613;	15434
Mus_musculus	Cic	ENSMUSG00000005442	HMG	ENSMUSP00000005578;ENSMUSP00000128071;ENSMUSP00000126659;ENSMUSP00000132351;	71722
Mus_musculus	9130023H24Rik	ENSMUSG00000062944	zf-C2H2	ENSMUSP00000077867;	100043133
Mus_musculus	Tfap4	ENSMUSG00000005718	bHLH	ENSMUSP00000155303;ENSMUSP00000005862;ENSMUSP00000155803;	83383
Mus_musculus	Cebpa	ENSMUSG00000034957	TF_bZIP	ENSMUSP00000096129;	12606
Mus_musculus	Nhlh2	ENSMUSG00000048540	bHLH	ENSMUSP00000143362;ENSMUSP00000064355;ENSMUSP00000142746;	18072
Mus_musculus	Gtf2ird2	ENSMUSG00000015942	GTF2I	ENSMUSP00000016086;	114674
Mus_musculus	Rhox11	ENSMUSG00000051038	Homeobox	ENSMUSP00000052929;	194738
Mus_musculus	Zfp422	ENSMUSG00000059878	zf-C2H2	ENSMUSP00000108501;ENSMUSP00000084926;ENSMUSP00000078685;	67255
Mus_musculus	Dmrt2	ENSMUSG00000048138	DM	ENSMUSP00000059654;	226049
Mus_musculus	Zfp972	ENSMUSG00000074529	zf-C2H2	ENSMUSP00000080244;	78703
Mus_musculus	Arntl2	ENSMUSG00000040187	bHLH	ENSMUSP00000107265;ENSMUSP00000107263;ENSMUSP00000121170;ENSMUSP00000107266;ENSMUSP00000079373;	272322
Mus_musculus	Nkx2-2	ENSMUSG00000027434	Homeobox	ENSMUSP00000069666;ENSMUSP00000105596;	18088
Mus_musculus	Zkscan17	ENSMUSG00000020472	zf-C2H2	ENSMUSP00000098709;ENSMUSP00000013262;	268417
Mus_musculus	Fosl2	ENSMUSG00000029135	TF_bZIP	ENSMUSP00000031017;	14284
Mus_musculus	Bsx	ENSMUSG00000054360	Homeobox	ENSMUSP00000068057;	244813
Mus_musculus	Ncoa1	ENSMUSG00000020647	bHLH	ENSMUSP00000151358;ENSMUSP00000082971;ENSMUSP00000151716;	17977
Mus_musculus	Zfp329	ENSMUSG00000057894	zf-C2H2	ENSMUSP00000113355;ENSMUSP00000104186;ENSMUSP00000072079;	67230
Mus_musculus	Foxl1	ENSMUSG00000097084	Fork_head	ENSMUSP00000137732;	14241
Mus_musculus	Aebp2	ENSMUSG00000030232	zf-C2H2	ENSMUSP00000092993;ENSMUSP00000124148;ENSMUSP00000084896;ENSMUSP00000032359;ENSMUSP00000125479;	11569
Mus_musculus	Meis2	ENSMUSG00000027210	Homeobox	ENSMUSP00000073898;ENSMUSP00000099597;ENSMUSP00000106532;ENSMUSP00000028639;ENSMUSP00000106531;ENSMUSP00000106533;	17536
Mus_musculus	Zfp637	ENSMUSG00000059689	zf-C2H2	ENSMUSP00000115733;ENSMUSP00000120884;ENSMUSP00000108481;ENSMUSP00000130144;ENSMUSP00000152569;ENSMUSP00000108482;ENSMUSP00000123106;	232337
Mus_musculus	Gm2007	ENSMUSG00000094932	zf-C2H2	ENSMUSP00000137539;ENSMUSP00000141172;	102639653
Mus_musculus	Zbtb42	ENSMUSG00000037638	ZBTB	ENSMUSP00000133152;ENSMUSP00000133152;	382639
Mus_musculus	Hes7	ENSMUSG00000023781	bHLH	ENSMUSP00000024543;	84653
Mus_musculus	Bhlha15	ENSMUSG00000052271	bHLH	ENSMUSP00000055493;	17341
Mus_musculus	Nkx6-1	ENSMUSG00000035187	Homeobox	ENSMUSP00000042716;	18096
Mus_musculus	Hoxc11	ENSMUSG00000001656	Homeobox	ENSMUSP00000001701;	109663
Mus_musculus	Cdx2	ENSMUSG00000029646	Homeobox	ENSMUSP00000031650;	12591
Mus_musculus	Foxd3	ENSMUSG00000116152	Fork_head	ENSMUSP00000155781;	-
Mus_musculus	Zfp566	ENSMUSG00000078768	zf-C2H2	ENSMUSP00000086164;	72556
Mus_musculus	Zfp341	ENSMUSG00000059842	zf-C2H2	ENSMUSP00000105324;ENSMUSP00000080596;	228807
Mus_musculus	Rhox2a	ENSMUSG00000051827	Homeobox	ENSMUSP00000134267;ENSMUSP00000067190;	75199
Mus_musculus	Nkx2-9	ENSMUSG00000058669	Homeobox	ENSMUSP00000072425;	18094
Mus_musculus	Pax8	ENSMUSG00000026976	PAX	ENSMUSP00000120319;ENSMUSP00000133316;ENSMUSP00000134343;ENSMUSP00000115194;ENSMUSP00000028355;	18510
Mus_musculus	Zfp617	ENSMUSG00000066880	zf-C2H2	ENSMUSP00000120213;ENSMUSP00000112926;	170938
Mus_musculus	Zfp27	ENSMUSG00000062040	zf-C2H2	ENSMUSP00000123953;ENSMUSP00000127677;ENSMUSP00000125232;ENSMUSP00000054012;ENSMUSP00000124684;	22689
Mus_musculus	Lin28a	ENSMUSG00000050966	CSD	ENSMUSP00000135736;ENSMUSP00000050488;ENSMUSP00000135608;ENSMUSP00000135254;	83557
Mus_musculus	Zfp521	ENSMUSG00000024420	zf-C2H2	ENSMUSP00000025288;	225207
Mus_musculus	Hmgxb4	ENSMUSG00000034518	HMG	ENSMUSP00000105566;ENSMUSP00000045126;	70823
Mus_musculus	Dmrtb1	ENSMUSG00000028610	DM	ENSMUSP00000064220;	56296
Mus_musculus	Bhlhe40	ENSMUSG00000030103	bHLH	ENSMUSP00000132157;ENSMUSP00000032194;	20893
Mus_musculus	Klf4	ENSMUSG00000003032	zf-C2H2	ENSMUSP00000103245;	16600
Mus_musculus	Zfp319	ENSMUSG00000046556	zf-C2H2	ENSMUSP00000053397;	79233
Mus_musculus	Zfp668	ENSMUSG00000049728	zf-C2H2	ENSMUSP00000056105;ENSMUSP00000101869;ENSMUSP00000101870;ENSMUSP00000116730;ENSMUSP00000101868;	244219
Mus_musculus	Sox11	ENSMUSG00000063632	HMG	ENSMUSP00000078070;	20666
Mus_musculus	Zfp110	ENSMUSG00000058638	zf-C2H2	ENSMUSP00000132060;ENSMUSP00000004614;	65020
Mus_musculus	Gm7145	ENSMUSG00000100617	zf-C2H2	ENSMUSP00000140916;	-
Mus_musculus	Id4	ENSMUSG00000021379	bHLH	ENSMUSP00000021810;	15904
Mus_musculus	Gm4631	ENSMUSG00000078899	zf-C2H2	ENSMUSP00000104678;ENSMUSP00000113670;	102633156
Mus_musculus	Zfp217	ENSMUSG00000052056	zf-C2H2	ENSMUSP00000104783;ENSMUSP00000067334;	228913
Mus_musculus	Zkscan4	ENSMUSG00000054931	zf-C2H2	ENSMUSP00000054604;ENSMUSP00000153278;	544922
Mus_musculus	Tshz2	ENSMUSG00000047907	zf-C2H2	ENSMUSP00000104787;ENSMUSP00000104785;	228911
Mus_musculus	Hsf1	ENSMUSG00000022556	HSF	ENSMUSP00000154526;ENSMUSP00000154346;ENSMUSP00000154638;ENSMUSP00000154356;ENSMUSP00000072617;ENSMUSP00000155104;ENSMUSP00000154602;ENSMUSP00000154328;	15499
Mus_musculus	Tef	ENSMUSG00000022389	TF_bZIP	ENSMUSP00000023024;ENSMUSP00000105180;	21685
Mus_musculus	Pbrm1	ENSMUSG00000042323	HMG	ENSMUSP00000087682;ENSMUSP00000107727;ENSMUSP00000107723;ENSMUSP00000107721;ENSMUSP00000060476;ENSMUSP00000107724;ENSMUSP00000123546;ENSMUSP00000022474;ENSMUSP00000022471;	66923
Mus_musculus	Smad2	ENSMUSG00000024563	MH1	ENSMUSP00000025453;ENSMUSP00000125883;ENSMUSP00000089439;ENSMUSP00000132851;ENSMUSP00000109563;ENSMUSP00000130115;	17126
Mus_musculus	Tulp1	ENSMUSG00000037446	Tub	ENSMUSP00000110442;ENSMUSP00000116588;ENSMUSP00000121444;ENSMUSP00000049070;ENSMUSP00000116844;	22157
Mus_musculus	Gm14326	ENSMUSG00000078862	zf-C2H2	ENSMUSP00000137615;ENSMUSP00000104558;	665211
Mus_musculus	Phox2a	ENSMUSG00000007946	Homeobox	ENSMUSP00000008090;	11859
Mus_musculus	Alx1	ENSMUSG00000036602	Homeobox	ENSMUSP00000151728;ENSMUSP00000042512;ENSMUSP00000151776;ENSMUSP00000152018;ENSMUSP00000129230;ENSMUSP00000152017;	216285
Mus_musculus	Tead4	ENSMUSG00000030353	TEA	ENSMUSP00000107784;ENSMUSP00000006311;ENSMUSP00000118083;	21679
Mus_musculus	Hnf4a	ENSMUSG00000017950	RXR-like	ENSMUSP00000123511;ENSMUSP00000018094;ENSMUSP00000105038;ENSMUSP00000119479;	15378
Mus_musculus	Tsc22d3	ENSMUSG00000031431	TSC22	ENSMUSP00000108620;ENSMUSP00000062589;ENSMUSP00000123569;	14605
Mus_musculus	Tbx18	ENSMUSG00000032419	T-box	ENSMUSP00000034991;	76365
Mus_musculus	Zfp777	ENSMUSG00000071477	zf-C2H2	ENSMUSP00000093637;ENSMUSP00000110230;	72306
Mus_musculus	Foxh1	ENSMUSG00000033837	Fork_head	ENSMUSP00000036591;	14106
Mus_musculus	Hoxc5	ENSMUSG00000022485	Homeobox	ENSMUSP00000001709;	15424
Mus_musculus	Fiz1	ENSMUSG00000061374	zf-C2H2	ENSMUSP00000146713;ENSMUSP00000126765;ENSMUSP00000147011;ENSMUSP00000076603;ENSMUSP00000147003;ENSMUSP00000147082;ENSMUSP00000128105;	23877
Mus_musculus	Mnx1	ENSMUSG00000001566	Homeobox	ENSMUSP00000001608;ENSMUSP00000129503;	15285
Mus_musculus	Zfp994	ENSMUSG00000096433	zf-C2H2	ENSMUSP00000136105;	240038
Mus_musculus	Hoxd11	ENSMUSG00000042499	Homeobox	ENSMUSP00000122582;	15431
Mus_musculus	Pou6f2	ENSMUSG00000009734	Pou	ENSMUSP00000139282;ENSMUSP00000114173;	218030
Mus_musculus	Zfp560	ENSMUSG00000045519	zf-C2H2	ENSMUSP00000065620;	434377
Mus_musculus	Gm12845	ENSMUSG00000108127	zf-C2H2	ENSMUSP00000144740;ENSMUSP00000144831;	-
Mus_musculus	Smarcc2	ENSMUSG00000025369	MYB	ENSMUSP00000100868;ENSMUSP00000096734;ENSMUSP00000026433;	68094
Mus_musculus	Zhx3	ENSMUSG00000035877	Homeobox	ENSMUSP00000099401;ENSMUSP00000105086;ENSMUSP00000099400;	320799
Mus_musculus	Grhl3	ENSMUSG00000037188	CP2	ENSMUSP00000101481;	230824
Mus_musculus	Gata6	ENSMUSG00000005836	zf-GATA	ENSMUSP00000041774;	14465
Mus_musculus	Rhox3c	ENSMUSG00000079636	Homeobox	ENSMUSP00000110843;ENSMUSP00000110842;	100135654
Mus_musculus	Pias3	ENSMUSG00000028101	zf-MIZ	ENSMUSP00000102692;ENSMUSP00000125747;ENSMUSP00000102691;ENSMUSP00000069259;	229615
Mus_musculus	Nfia	ENSMUSG00000028565	CTF/NFI	ENSMUSP00000102672;ENSMUSP00000122641;ENSMUSP00000130032;ENSMUSP00000114880;ENSMUSP00000074899;ENSMUSP00000099856;ENSMUSP00000102677;	18027
Mus_musculus	Lhx1	ENSMUSG00000018698	Homeobox	ENSMUSP00000138899;ENSMUSP00000018842;	16869
Mus_musculus	Obox5	ENSMUSG00000074366	Homeobox	ENSMUSP00000134618;ENSMUSP00000096400;ENSMUSP00000134468;	252829
Mus_musculus	Msx1	ENSMUSG00000048450	Homeobox	ENSMUSP00000058354;	17701
Mus_musculus	Nr2e1	ENSMUSG00000019803	RXR-like	ENSMUSP00000101137;ENSMUSP00000019938;	21907
Mus_musculus	Zfp626	ENSMUSG00000030604	zf-C2H2	ENSMUSP00000146286;ENSMUSP00000079068;	71163
Mus_musculus	Zeb1	ENSMUSG00000024238	zf-C2H2	ENSMUSP00000025081;ENSMUSP00000025081;ENSMUSP00000124395;	21417
Mus_musculus	Hmgb2	ENSMUSG00000054717	HMG	ENSMUSP00000065940;ENSMUSP00000147297;	97165
Mus_musculus	Gm14305	ENSMUSG00000078878	zf-C2H2	ENSMUSP00000104609;ENSMUSP00000104611;	100043387
Mus_musculus	Rbpj	ENSMUSG00000039191	CSL	ENSMUSP00000109496;ENSMUSP00000143866;ENSMUSP00000143846;ENSMUSP00000040694;ENSMUSP00000084618;	19664
Mus_musculus	Zbtb8b	ENSMUSG00000048485	ZBTB	ENSMUSP00000058157;ENSMUSP00000058157;ENSMUSP00000101661;ENSMUSP00000101661;	215627
Mus_musculus	Uncx	ENSMUSG00000029546	Homeobox	ENSMUSP00000134067;ENSMUSP00000139081;	22255
Mus_musculus	Zfp420	ENSMUSG00000058402	zf-C2H2	ENSMUSP00000074417;ENSMUSP00000056077;	233058
Mus_musculus	Thra	ENSMUSG00000058756	THR-like	ENSMUSP00000068281;ENSMUSP00000115323;ENSMUSP00000099428;	21833
Mus_musculus	Foxs1	ENSMUSG00000074676	Fork_head	ENSMUSP00000096806;	14239
Mus_musculus	Zfp87	ENSMUSG00000097333	zf-C2H2	ENSMUSP00000138087;	170763
Mus_musculus	Foxn2	ENSMUSG00000034998	Fork_head	ENSMUSP00000118378;ENSMUSP00000107857;	14236
Mus_musculus	Zbtb40	ENSMUSG00000060862	ZBTB	ENSMUSP00000061899;ENSMUSP00000061899;ENSMUSP00000151856;	230848
Mus_musculus	Platr25	ENSMUSG00000074863	zf-C2H2	ENSMUSP00000152582;ENSMUSP00000152199;ENSMUSP00000152625;ENSMUSP00000152117;	108167344
Mus_musculus	Zfp853	ENSMUSG00000093910	zf-C2H2	ENSMUSP00000137494;ENSMUSP00000148846;ENSMUSP00000148683;	330230
Mus_musculus	Zbtb49	ENSMUSG00000029127	ZBTB	ENSMUSP00000117174;ENSMUSP00000109748;ENSMUSP00000114955;ENSMUSP00000122109;ENSMUSP00000092429;ENSMUSP00000092429;ENSMUSP00000117913;ENSMUSP00000115513;	75079
Mus_musculus	Zbtb21	ENSMUSG00000046962	ZBTB	ENSMUSP00000109363;ENSMUSP00000068283;ENSMUSP00000052127;	114565
Mus_musculus	Rela	ENSMUSG00000024927	RHD	ENSMUSP00000025867;	19697
Mus_musculus	Zfpm2	ENSMUSG00000022306	zf-C2H2	ENSMUSP00000051335;ENSMUSP00000155094;	22762
Mus_musculus	Smarcc1	ENSMUSG00000032481	MYB	ENSMUSP00000143550;ENSMUSP00000086094;ENSMUSP00000142611;	20588
Mus_musculus	4932411N23Rik	ENSMUSG00000058670	MYB	ENSMUSP00000079860;	237029
Mus_musculus	Gm9046	ENSMUSG00000112781	MYB	ENSMUSP00000151963;	-
Mus_musculus	Tshz3	ENSMUSG00000021217	zf-C2H2	ENSMUSP00000021641;	243931
Mus_musculus	Yy1	ENSMUSG00000021264	zf-C2H2	ENSMUSP00000021692;	22632
Mus_musculus	Tead2	ENSMUSG00000030796	TEA	ENSMUSP00000148005;ENSMUSP00000147727;ENSMUSP00000148183;ENSMUSP00000103430;ENSMUSP00000147746;ENSMUSP00000147321;ENSMUSP00000103431;ENSMUSP00000033060;	21677
Mus_musculus	Gm4924	ENSMUSG00000073427	zf-C2H2	ENSMUSP00000147402;ENSMUSP00000131819;	237412
Mus_musculus	Zfp784	ENSMUSG00000043290	zf-C2H2	ENSMUSP00000051979;	654801
Mus_musculus	Lhx2	ENSMUSG00000000247	Homeobox	ENSMUSP00000000253;ENSMUSP00000114797;	16870
Mus_musculus	Sox3	ENSMUSG00000045179	HMG	ENSMUSP00000115237;	20675
Mus_musculus	D3Ertd254e	ENSMUSG00000033883	zf-C2H2	ENSMUSP00000131779;ENSMUSP00000142829;	241944
Mus_musculus	2010315B03Rik	ENSMUSG00000074829	zf-C2H2	ENSMUSP00000137258;ENSMUSP00000071269;ENSMUSP00000140144;ENSMUSP00000140738;	630836
Mus_musculus	Hlf	ENSMUSG00000003949	TF_bZIP	ENSMUSP00000004051;	217082
Mus_musculus	Zfp184	ENSMUSG00000006720	zf-C2H2	ENSMUSP00000135173;ENSMUSP00000100043;ENSMUSP00000006903;	193452
Mus_musculus	Isl2	ENSMUSG00000032318	Homeobox	ENSMUSP00000034869;	104360
Mus_musculus	Hoxd13	ENSMUSG00000001819	Homeobox	ENSMUSP00000001872;	15433
Mus_musculus	Hoxc13	ENSMUSG00000001655	Homeobox	ENSMUSP00000001700;	15422
Mus_musculus	Zbtb1	ENSMUSG00000033454	ZBTB	ENSMUSP00000041955;ENSMUSP00000041955;	268564
Mus_musculus	Zfp764	ENSMUSG00000045757	zf-C2H2	ENSMUSP00000052944;	233893
Mus_musculus	Hoxb3	ENSMUSG00000048763	Homeobox	ENSMUSP00000091476;ENSMUSP00000053426;	15410
Mus_musculus	Gm14444	ENSMUSG00000078906	zf-C2H2	ENSMUSP00000104698;	-
Mus_musculus	Hand1	ENSMUSG00000037335	bHLH	ENSMUSP00000046999;ENSMUSP00000124951;	15110
Mus_musculus	Noto	ENSMUSG00000068302	Homeobox	ENSMUSP00000087006;	384452
Mus_musculus	Nr1h4	ENSMUSG00000047638	THR-like	ENSMUSP00000053092;ENSMUSP00000100934;ENSMUSP00000100933;	20186
Mus_musculus	Zfp277	ENSMUSG00000055917	zf-C2H2	ENSMUSP00000064226;ENSMUSP00000068032;	246196
Mus_musculus	Zfp335	ENSMUSG00000039834	zf-C2H2	ENSMUSP00000139133;ENSMUSP00000038298;	329559
Mus_musculus	Mef2d	ENSMUSG00000001419	SRF	ENSMUSP00000103184;ENSMUSP00000001455;ENSMUSP00000113638;ENSMUSP00000103183;	17261
Mus_musculus	Zfp811	ENSMUSG00000055202	zf-C2H2	ENSMUSP00000144038;ENSMUSP00000079709;	240063
Mus_musculus	Zfp595	ENSMUSG00000057842	zf-C2H2	ENSMUSP00000126862;ENSMUSP00000127010;ENSMUSP00000105357;ENSMUSP00000129905;	218314
Mus_musculus	Gm10778	ENSMUSG00000096856	zf-C2H2	ENSMUSP00000100952;ENSMUSP00000140398;	100233208
Mus_musculus	Tox2	ENSMUSG00000074607	HMG	ENSMUSP00000126243;ENSMUSP00000105055;ENSMUSP00000096710;	269389
Mus_musculus	Rfx2	ENSMUSG00000024206	RFX	ENSMUSP00000084010;ENSMUSP00000002444;	19725
Mus_musculus	Zfp36l1	ENSMUSG00000021127	zf-CCCH	ENSMUSP00000021552;ENSMUSP00000127522;	12192
Mus_musculus	Six4	ENSMUSG00000034460	Homeobox	ENSMUSP00000135699;ENSMUSP00000036150;	20474
Mus_musculus	Zfp449	ENSMUSG00000073176	zf-C2H2	ENSMUSP00000099096;	78619
Mus_musculus	Gm17067	ENSMUSG00000091594	zf-C2H2	ENSMUSP00000128086;	101056115
Mus_musculus	Zfp873	ENSMUSG00000061371	zf-C2H2	ENSMUSP00000100950;ENSMUSP00000148219;	408062
Mus_musculus	Meox2	ENSMUSG00000036144	Homeobox	ENSMUSP00000043587;	17286
Mus_musculus	Hoxb13	ENSMUSG00000049604	Homeobox	ENSMUSP00000056315;	15408
Mus_musculus	Zfp955b	ENSMUSG00000096910	zf-C2H2	ENSMUSP00000097011;	100043468
Mus_musculus	Zfp799	ENSMUSG00000095253	zf-C2H2	ENSMUSP00000144480;ENSMUSP00000136298;	240064
Mus_musculus	Runx2	ENSMUSG00000039153	Runt	ENSMUSP00000109202;ENSMUSP00000124374;ENSMUSP00000123707;ENSMUSP00000124199;ENSMUSP00000124918;ENSMUSP00000123743;ENSMUSP00000109201;ENSMUSP00000125498;ENSMUSP00000125196;ENSMUSP00000124494;	12393
Mus_musculus	St18	ENSMUSG00000033740	zf-C2HC	ENSMUSP00000117789;ENSMUSP00000118322;ENSMUSP00000120298;ENSMUSP00000042056;ENSMUSP00000122055;ENSMUSP00000131417;	240690
Mus_musculus	Srebf2	ENSMUSG00000022463	bHLH	ENSMUSP00000155022;ENSMUSP00000023100;	20788
Mus_musculus	Zic4	ENSMUSG00000036972	zf-C2H2	ENSMUSP00000069568;ENSMUSP00000133958;ENSMUSP00000134053;	22774
Mus_musculus	Zfp865	ENSMUSG00000074405	zf-C2H2	ENSMUSP00000075601;ENSMUSP00000082550;	319748
Mus_musculus	E430018J23Rik	ENSMUSG00000078580	zf-C2H2	ENSMUSP00000126288;	101604
Mus_musculus	Duxbl3	ENSMUSG00000072672	Homeobox	ENSMUSP00000134562;ENSMUSP00000098367;ENSMUSP00000107959;ENSMUSP00000133538;	100039293
Mus_musculus	Mkx	ENSMUSG00000061013	Homeobox	ENSMUSP00000078718;	210719
Mus_musculus	Hivep1	ENSMUSG00000021366	zf-C2H2	ENSMUSP00000152442;ENSMUSP00000056147;	110521
Mus_musculus	Mta3	ENSMUSG00000055817	zf-GATA	ENSMUSP00000107971;ENSMUSP00000107968;ENSMUSP00000134775;ENSMUSP00000068931;ENSMUSP00000107969;	116871
Mus_musculus	L3mbtl1	ENSMUSG00000035576	zf-C2HC	ENSMUSP00000044038;	241764
Mus_musculus	Rlf	ENSMUSG00000049878	zf-C2H2	ENSMUSP00000050825;ENSMUSP00000127068;	109263
Mus_musculus	AL593853.1	ENSMUSG00000098546	zf-C2H2	ENSMUSP00000142197;ENSMUSP00000138880;	-
Mus_musculus	Rhox6	ENSMUSG00000006200	Homeobox	ENSMUSP00000006362;	19202
Mus_musculus	Zfp874b	ENSMUSG00000059839	zf-C2H2	ENSMUSP00000019572;ENSMUSP00000153242;	408067
Mus_musculus	Tsc22d1	ENSMUSG00000022010	TSC22	ENSMUSP00000106513;ENSMUSP00000135561;ENSMUSP00000044517;ENSMUSP00000135806;ENSMUSP00000135296;ENSMUSP00000135493;ENSMUSP00000022587;ENSMUSP00000099140;	21807
Mus_musculus	Nfyc	ENSMUSG00000032897	NF-YC	ENSMUSP00000095516;ENSMUSP00000112610;ENSMUSP00000047441;ENSMUSP00000117646;ENSMUSP00000112810;ENSMUSP00000114591;ENSMUSP00000114640;	18046
Mus_musculus	Gli2	ENSMUSG00000048402	zf-C2H2	ENSMUSP00000054837;	14633
Mus_musculus	Rhox1	ENSMUSG00000071773	Homeobox	ENSMUSP00000110865;	385343
Mus_musculus	Hic2	ENSMUSG00000050240	ZBTB	ENSMUSP00000087656;ENSMUSP00000087656;	58180
Mus_musculus	Npas4	ENSMUSG00000045903	bHLH	ENSMUSP00000062992;	225872
Mus_musculus	Hivep2	ENSMUSG00000015501	zf-C2H2	ENSMUSP00000015645;ENSMUSP00000140290;ENSMUSP00000140180;ENSMUSP00000140150;	15273
Mus_musculus	Zfp933	ENSMUSG00000059423	zf-C2H2	ENSMUSP00000101343;ENSMUSP00000118300;	242747
Mus_musculus	Zfp773	ENSMUSG00000063535	zf-C2H2	ENSMUSP00000032622;	76373
Mus_musculus	Pbx4	ENSMUSG00000031860	Homeobox	ENSMUSP00000080219;	80720
Mus_musculus	Sp4	ENSMUSG00000025323	zf-C2H2	ENSMUSP00000152603;ENSMUSP00000026367;	20688
Mus_musculus	Bnc1	ENSMUSG00000025105	zf-C2H2	ENSMUSP00000026096;	12173
Mus_musculus	Gm2381	ENSMUSG00000092225	zf-C2H2	ENSMUSP00000133949;	100039706
Mus_musculus	Zfp85	ENSMUSG00000058331	zf-C2H2	ENSMUSP00000121202;	22746
Mus_musculus	Scrt1	ENSMUSG00000048385	zf-C2H2	ENSMUSP00000131152;ENSMUSP00000094093;	170729
Mus_musculus	Rhox4f	ENSMUSG00000079630	Homeobox	ENSMUSP00000110824;	636177
Mus_musculus	Csdc2	ENSMUSG00000042109	CSD	ENSMUSP00000044441;	105859
Mus_musculus	Pou2f2	ENSMUSG00000008496	Pou	ENSMUSP00000096276;ENSMUSP00000104051;ENSMUSP00000104054;ENSMUSP00000104053;ENSMUSP00000104055;ENSMUSP00000104056;ENSMUSP00000135326;ENSMUSP00000135075;	18987
Mus_musculus	Figla	ENSMUSG00000030001	bHLH	ENSMUSP00000032070;	26910
Mus_musculus	Pax9	ENSMUSG00000001497	PAX	ENSMUSP00000117928;ENSMUSP00000001538;	18511
Mus_musculus	Emx1	ENSMUSG00000033726	Homeobox	ENSMUSP00000046026;	13796
Mus_musculus	Myog	ENSMUSG00000026459	bHLH	ENSMUSP00000027730;	17928
Mus_musculus	Mier2	ENSMUSG00000042570	MYB	ENSMUSP00000059864;ENSMUSP00000127387;	70427
Mus_musculus	Lin28b	ENSMUSG00000063804	CSD	ENSMUSP00000078361;	380669
Mus_musculus	Zeb2	ENSMUSG00000026872	zf-C2H2	ENSMUSP00000028229;ENSMUSP00000028229;ENSMUSP00000134849;ENSMUSP00000144421;ENSMUSP00000076111;ENSMUSP00000135393;ENSMUSP00000144075;ENSMUSP00000069685;ENSMUSP00000144637;ENSMUSP00000134747;	24136
Mus_musculus	Rhox7a	ENSMUSG00000097600	Homeobox	ENSMUSP00000138064;	-
Mus_musculus	Zfp366	ENSMUSG00000050919	zf-C2H2	ENSMUSP00000060040;	238803
Mus_musculus	Batf3	ENSMUSG00000026630	TF_bZIP	ENSMUSP00000027943;	381319
Mus_musculus	Zbtb32	ENSMUSG00000006310	ZBTB	ENSMUSP00000103786;ENSMUSP00000103786;ENSMUSP00000103785;	58206
Mus_musculus	Gm11009	ENSMUSG00000078895	zf-C2H2	ENSMUSP00000104589;	-
Mus_musculus	Esrrb	ENSMUSG00000021255	ESR-like	ENSMUSP00000105833;ENSMUSP00000105832;ENSMUSP00000021680;ENSMUSP00000112103;ENSMUSP00000131335;	26380
Mus_musculus	Zfp952	ENSMUSG00000053390	zf-C2H2	ENSMUSP00000084949;	240067
Mus_musculus	Kmt2c	ENSMUSG00000038056	HMG	ENSMUSP00000134442;ENSMUSP00000043874;	231051
Mus_musculus	Zfp583	ENSMUSG00000030443	zf-C2H2	ENSMUSP00000129551;ENSMUSP00000104200;ENSMUSP00000053935;	213011
Mus_musculus	Zfp711	ENSMUSG00000025529	zf-C2H2	ENSMUSP00000071717;ENSMUSP00000109036;	245595
Mus_musculus	Zfp574	ENSMUSG00000045252	zf-C2H2	ENSMUSP00000136547;ENSMUSP00000057817;	232976
Mus_musculus	Zfp11	ENSMUSG00000051034	zf-C2H2	ENSMUSP00000051861;	22648
Mus_musculus	Zfp729a	ENSMUSG00000021510	zf-C2H2	ENSMUSP00000012314;	212281
Mus_musculus	Nr4a1	ENSMUSG00000023034	NGFIB-like	ENSMUSP00000155225;ENSMUSP00000023779;	15370
Mus_musculus	Zfp317	ENSMUSG00000057551	zf-C2H2	ENSMUSP00000151161;ENSMUSP00000150705;ENSMUSP00000146876;ENSMUSP00000078051;	244713
Mus_musculus	Zfp229	ENSMUSG00000061544	zf-C2H2	ENSMUSP00000138107;ENSMUSP00000065379;	381067
Mus_musculus	Zfp563	ENSMUSG00000067424	zf-C2H2	ENSMUSP00000121678;ENSMUSP00000118809;	240068
Mus_musculus	Zfp458	ENSMUSG00000055480	zf-C2H2	ENSMUSP00000047222;ENSMUSP00000153284;ENSMUSP00000153563;	238690
Mus_musculus	Zfp143	ENSMUSG00000061079	zf-C2H2	ENSMUSP00000147673;ENSMUSP00000126015;ENSMUSP00000081778;ENSMUSP00000148235;	20841
Mus_musculus	Zfp518b	ENSMUSG00000046572	zf-C2H2	ENSMUSP00000137381;ENSMUSP00000061753;	100515
Mus_musculus	Nfic	ENSMUSG00000055053	CTF/NFI	ENSMUSP00000100958;ENSMUSP00000113046;ENSMUSP00000020461;ENSMUSP00000077317;ENSMUSP00000114469;ENSMUSP00000152790;	18029
Mus_musculus	Tub	ENSMUSG00000031028	Tub	ENSMUSP00000113580;ENSMUSP00000033341;	22141
Mus_musculus	Mxd4	ENSMUSG00000037235	bHLH	ENSMUSP00000039071;ENSMUSP00000113300;	17122
